timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,vel_x,vel_y,vel_z,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,grav_x,grav_y,grav_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,P_d0,P_d1,P_d2,P_d3,P_d4,P_d5,P_d6,P_d7,P_d8,P_d9,P_d10,P_d11,P_d12,P_d13,P_d14,P_d15,P_d16,P_d17,P_d18,P_d19,P_d20,P_d21,P_d22,effct_feat_num,feats_down_size,res_mean,icp_time,kdtree_size,global_match,wall_time,kdtree_incre_time,rebuild_active,rebuild_queue,safe_blocked,time_imu,time_ds,time_ekf,time_map,time_pub,buf_lidar,buf_imu
338.895226,-0.349002,-0.357914,0.753995,0.125919,-0.065935,-0.703093,0.007821,-0.062353,0.037286,0.017350,-0.000343,-0.018620,-0.212741,-0.287651,-0.009050,1.455692,0.134159,-9.699456,-0.000690,-0.000464,0.004385,-0.000087,-0.000487,0.000059,0.0000280332,0.0000303019,0.0000310018,0.0000055635,0.0000057429,0.0000081709,0.0000053180,0.0000052564,0.0000080440,0.0000095755,0.0000097366,0.0000098468,0.0009812053,0.0010400003,0.0010035502,0.0002818247,0.0002818770,0.0002821755,0.0008459284,0.0008476211,0.0003243316,0.0000013851,0.0000013825,161,775,0.04169459,0.014283,38016.000000,0,1182.318698,0.002204,0,0,0,0.0010,0.0012,0.0143,0.0023,0.0004,-0.0003,1,-231813126
338.997174,-0.350348,-0.354161,0.748268,0.127496,-0.064399,-0.703444,0.004438,-0.029917,-0.013774,0.017353,-0.000349,-0.018596,-0.210623,-0.288660,-0.006551,1.455664,0.134418,-9.699456,-0.001346,0.003753,-0.005727,0.000925,0.001913,-0.000503,0.0000262795,0.0000282757,0.0000284383,0.0000055242,0.0000057460,0.0000082270,0.0000053179,0.0000052564,0.0000080440,0.0000095755,0.0000097366,0.0000098468,0.0011043130,0.0011457547,0.0011088815,0.0002811915,0.0002812429,0.0002815404,0.0008449031,0.0008466017,0.0003230848,0.0000013849,0.0000013823,181,813,0.04412706,0.015531,38038.000000,0,1182.419761,0.002515,0,0,0,0.0008,0.0010,0.0155,0.0026,0.0004,-0.0003,2,-614783460
339.097050,-0.359245,-0.353547,0.747570,0.125291,-0.063526,-0.703876,-0.040163,-0.021227,-0.026018,0.017480,-0.000330,-0.018582,-0.208255,-0.287687,-0.006715,1.455470,0.134589,-9.699483,-0.008897,0.000614,-0.000697,-0.002329,0.000031,-0.000378,0.0000267833,0.0000284123,0.0000284515,0.0000055017,0.0000056345,0.0000082627,0.0000053179,0.0000052564,0.0000080440,0.0000095755,0.0000097366,0.0000098468,0.0011105589,0.0011545845,0.0011283916,0.0002803199,0.0002803708,0.0002806654,0.0008437515,0.0008453888,0.0003217830,0.0000013847,0.0000013821,173,856,0.05124540,0.022163,38067.000000,0,1182.628860,0.002564,0,0,0,0.0013,0.0021,0.0222,0.0026,0.0004,-0.0003,1,1414550083
339.197030,-0.357768,-0.353519,0.749097,0.125031,-0.063970,-0.703878,-0.032202,-0.020519,-0.018228,0.017485,-0.000307,-0.018582,-0.208569,-0.288054,-0.007112,1.455520,0.134572,-9.699476,0.001477,0.000029,0.001527,-0.000088,-0.000495,0.000033,0.0000203479,0.0000215138,0.0000215727,0.0000054111,0.0000054537,0.0000081602,0.0000053179,0.0000052562,0.0000080438,0.0000095755,0.0000097366,0.0000098468,0.0009696455,0.0010147346,0.0009889433,0.0002803197,0.0002803704,0.0002806651,0.0008432869,0.0008449769,0.0003213053,0.0000013847,0.0000013820,173,856,0.04240452,0.013643,38067.000000,0,1182.667123,0.002944,0,0,0,0.0000,0.0002,0.0136,0.0030,0.0004,-0.0003,2,717572263
339.296525,-0.370836,-0.359955,0.754712,0.126060,-0.062108,-0.704412,-0.060432,-0.034839,-0.012869,0.017504,-0.000351,-0.018577,-0.207978,-0.287092,-0.009280,1.455427,0.134569,-9.699490,-0.013068,-0.006436,0.005615,0.000307,0.002016,-0.000676,0.0000325183,0.0000315812,0.0000324821,0.0000055127,0.0000058027,0.0000081950,0.0000053179,0.0000052561,0.0000080437,0.0000095755,0.0000097365,0.0000098468,0.0036175401,0.0036185964,0.0036159017,0.0002828767,0.0002829275,0.0002832210,0.0008445511,0.0008463514,0.0003224743,0.0000013844,0.0000013818,158,811,0.03984768,0.010869,38069.000000,0,1182.716407,0.003991,0,0,0,0.0010,0.0011,0.0109,0.0041,0.0010,-0.0004,1,-231807365
339.397072,-0.367899,-0.345406,0.742775,0.127063,-0.061232,-0.703296,-0.003709,0.067362,-0.072730,0.017446,-0.000437,-0.018641,-0.206995,-0.290132,-0.007072,1.455629,0.134813,-9.699456,0.002937,0.014549,-0.011937,0.000642,0.001216,0.001021,0.0000294336,0.0000311382,0.0000304728,0.0000055089,0.0000056805,0.0000082121,0.0000053178,0.0000052561,0.0000080437,0.0000095754,0.0000097365,0.0000098467,0.0020895930,0.0022038583,0.0021000190,0.0002819244,0.0002819756,0.0002822653,0.0008434502,0.0008453686,0.0003213318,0.0000013843,0.0000013816,170,797,0.05173802,0.010542,38074.000000,0,1182.864334,0.001894,0,0,0,0.0005,0.0006,0.0105,0.0019,0.0003,-0.0004,1,308150657
339.497019,-0.360257,-0.340337,0.742903,0.128350,-0.064116,-0.703915,0.043253,0.051671,-0.032911,0.017407,-0.000393,-0.018629,-0.207951,-0.290809,-0.007974,1.455741,0.134754,-9.699440,0.007642,0.005069,0.000128,0.002148,-0.002255,-0.000519,0.0000299388,0.0000304674,0.0000315575,0.0000054768,0.0000056981,0.0000081955,0.0000053178,0.0000052561,0.0000080437,0.0000095754,0.0000097365,0.0000098467,0.0018598213,0.0018824950,0.0018826517,0.0002820043,0.0002820551,0.0002823436,0.0008435632,0.0008456048,0.0003214866,0.0000013842,0.0000013815,170,844,0.04469975,0.011601,38083.000000,0,1182.966494,0.001978,0,0,0,0.0005,0.0006,0.0116,0.0020,0.0004,-0.0004,1,1542620654
339.595817,-0.339887,-0.340532,0.747114,0.127263,-0.065634,-0.703409,0.120950,0.023871,0.010579,0.017459,-0.000400,-0.018655,-0.210071,-0.292048,-0.009009,1.455956,0.134613,-9.699410,0.020370,-0.000196,0.004210,-0.000476,-0.001722,0.000636,0.0000305844,0.0000328296,0.0000321423,0.0000055581,0.0000058288,0.0000082490,0.0000053178,0.0000052561,0.0000080437,0.0000095754,0.0000097365,0.0000098467,0.0017255452,0.0018051866,0.0017558416,0.0002818975,0.0002819482,0.0002822351,0.0008437275,0.0008457566,0.0003215986,0.0000013841,0.0000013815,161,810,0.04668653,0.013874,38090.000000,0,1183.118443,0.001744,0,0,0,0.0012,0.0014,0.0139,0.0018,0.0003,-0.0004,1,187465969
339.695200,-0.337121,-0.342842,0.746111,0.127124,-0.065766,-0.703209,0.134134,0.012892,0.006458,0.017462,-0.000404,-0.018662,-0.210530,-0.292018,-0.008895,1.455975,0.134571,-9.699408,0.002767,-0.002309,-0.001003,-0.000080,-0.000155,0.000212,0.0000225495,0.0000239581,0.0000231256,0.0000054286,0.0000055565,0.0000081513,0.0000053178,0.0000052560,0.0000080435,0.0000095754,0.0000097365,0.0000098467,0.0015296936,0.0015865269,0.0015408896,0.0002818973,0.0002819479,0.0002822350,0.0008435697,0.0008456236,0.0003214336,0.0000013841,0.0000013814,164,810,0.04584635,0.011138,38110.000000,0,1183.164522,0.001694,0,0,0,0.0000,0.0002,0.0111,0.0017,0.0004,-0.0004,1,-1861225706
339.795248,-0.312638,-0.346772,0.748810,0.126484,-0.067204,-0.703312,0.100639,-0.027086,0.016577,0.017454,-0.000398,-0.018673,-0.210814,-0.291230,-0.009122,1.455921,0.134508,-9.699417,0.024483,-0.003930,0.002699,-0.000103,-0.001540,0.000004,0.0000339357,0.0000332106,0.0000331041,0.0000054666,0.0000056774,0.0000082703,0.0000053177,0.0000052560,0.0000080435,0.0000095754,0.0000097365,0.0000098467,0.0032369115,0.0032399530,0.0032197656,0.0002841093,0.0002841595,0.0002844447,0.0008455236,0.0008474780,0.0003232888,0.0000013840,0.0000013813,167,864,0.04640196,0.010288,38085.000000,0,1183.364129,0.001818,0,0,0,0.0005,0.0006,0.0103,0.0019,0.0010,-0.0004,2,98712729
339.896352,-0.313737,-0.348074,0.748102,0.125952,-0.067756,-0.703374,0.095027,-0.032808,0.012907,0.017457,-0.000385,-0.018674,-0.210844,-0.290989,-0.009047,1.455902,0.134499,-9.699420,-0.001099,-0.001302,-0.000708,-0.000304,-0.000689,-0.000008,0.0000236116,0.0000230509,0.0000228254,0.0000053900,0.0000054647,0.0000081669,0.0000053177,0.0000052560,0.0000080435,0.0000095754,0.0000097365,0.0000098467,0.0030405805,0.0030559758,0.0030229244,0.0002841093,0.0002841594,0.0002844447,0.0008453456,0.0008473399,0.0003231138,0.0000013840,0.0000013813,165,864,0.04541592,0.010918,38082.000000,0,1183.414575,0.001960,0,0,0,0.0000,0.0005,0.0109,0.0020,0.0003,-0.0004,4,-655454905
339.997123,-0.314441,-0.348877,0.747854,0.125768,-0.067980,-0.703456,0.091536,-0.036368,0.011473,0.017457,-0.000381,-0.018673,-0.210845,-0.290840,-0.009023,1.455889,0.134493,-9.699422,-0.000705,-0.000802,-0.000248,-0.000094,-0.000273,-0.000061,0.0000194523,0.0000190436,0.0000187542,0.0000053635,0.0000053952,0.0000081303,0.0000053177,0.0000052560,0.0000080434,0.0000095754,0.0000097365,0.0000098467,0.0029618988,0.0029834662,0.0029453974,0.0002841092,0.0002841594,0.0002844447,0.0008452747,0.0008472839,0.0003230445,0.0000013840,0.0000013813,165,864,0.04494708,0.010999,38087.000000,0,1183.464338,0.001843,0,0,0,0.0000,0.0002,0.0110,0.0019,0.0003,-0.0004,4,-161812263
340.096015,-0.339019,-0.352776,0.741533,0.125532,-0.065892,-0.704415,-0.134589,-0.025083,-0.021707,0.017528,-0.000525,-0.018649,-0.207626,-0.288749,-0.008556,1.455559,0.134693,-9.699468,-0.024578,-0.003899,-0.006321,-0.000941,0.001770,-0.001054,0.0000352575,0.0000355957,0.0000333369,0.0000054730,0.0000055893,0.0000082777,0.0000053177,0.0000052560,0.0000080434,0.0000095754,0.0000097365,0.0000098467,0.0031349645,0.0031436384,0.0029867439,0.0002875361,0.0002875861,0.0002878697,0.0008483853,0.0008505003,0.0003260749,0.0000013838,0.0000013811,175,811,0.05459538,0.010558,38078.000000,0,1183.514359,0.001948,0,0,0,0.0005,0.0006,0.0106,0.0020,0.0004,-0.0005,1,810722285
340.197179,-0.351937,-0.354434,0.735135,0.127059,-0.067262,-0.705484,-0.135427,-0.030931,-0.038946,0.017461,-0.000517,-0.018614,-0.207566,-0.288772,-0.008058,1.455555,0.134702,-9.699469,-0.012918,-0.001658,-0.006398,0.001848,-0.000816,-0.001064,0.0000305812,0.0000328944,0.0000295213,0.0000054722,0.0000056070,0.0000082044,0.0000053177,0.0000052560,0.0000080434,0.0000095754,0.0000097365,0.0000098467,0.0021599898,0.0022602752,0.0020902529,0.0002872046,0.0002872570,0.0002875453,0.0008485365,0.0008506099,0.0003261443,0.0000013837,0.0000013810,182,821,0.04787053,0.014334,38087.000000,0,1183.618362,0.001570,0,0,0,0.0006,0.0008,0.0143,0.0016,0.0003,-0.0005,2,2105918889
340.297050,-0.362037,-0.362265,0.747685,0.127545,-0.062975,-0.704272,-0.107295,-0.061244,0.045655,0.017498,-0.000692,-0.018686,-0.208496,-0.289163,-0.010474,1.455646,0.134624,-9.699456,-0.010100,-0.007831,0.012550,-0.000985,0.004177,0.000956,0.0000325745,0.0000322463,0.0000334219,0.0000055727,0.0000057843,0.0000082077,0.0000053177,0.0000052560,0.0000080433,0.0000095754,0.0000097365,0.0000098467,0.0014288555,0.0014329572,0.0014171200,0.0002856448,0.0002856979,0.0002859862,0.0008481750,0.0008501960,0.0003257484,0.0000013836,0.0000013809,156,785,0.04957984,0.011188,38114.000000,0,1183.665370,0.001787,0,0,0,0.0007,0.0008,0.0112,0.0018,0.0004,-0.0007,3,-275029590
340.396044,-0.358114,-0.349649,0.741214,0.125169,-0.062934,-0.705915,-0.046402,0.016972,0.002631,0.017576,-0.000659,-0.018560,-0.208147,-0.293064,-0.008516,1.455950,0.134835,-9.699408,0.003923,0.012616,-0.006471,-0.002223,-0.000873,-0.001534,0.0000291329,0.0000309980,0.0000314324,0.0000055854,0.0000057966,0.0000082043,0.0000053177,0.0000052559,0.0000080433,0.0000095753,0.0000097365,0.0000098467,0.0009739058,0.0010341105,0.0009735171,0.0002833765,0.0002834290,0.0002837130,0.0008474591,0.0008494008,0.0003249109,0.0000013835,0.0000013808,159,786,0.04817537,0.011061,38120.000000,0,1183.866387,0.001789,0,0,0,0.0016,0.0019,0.0111,0.0018,0.0004,-0.0007,1,-2060230958
340.495114,-0.358206,-0.347808,0.743435,0.124865,-0.062884,-0.706094,-0.045518,0.025244,0.012535,0.017592,-0.000657,-0.018546,-0.208004,-0.293406,-0.008869,1.455975,0.134862,-9.699404,-0.000092,0.001840,0.002221,-0.000298,-0.000069,-0.000167,0.0000213088,0.0000226895,0.0000228562,0.0000054517,0.0000055145,0.0000081294,0.0000053176,0.0000052557,0.0000080431,0.0000095753,0.0000097365,0.0000098466,0.0008259343,0.0008745187,0.0008126205,0.0002833749,0.0002834259,0.0002837124,0.0008472263,0.0008491894,0.0003246698,0.0000013835,0.0000013808,160,786,0.03898695,0.009598,38133.000000,0,1183.912919,0.001613,0,0,0,0.0000,0.0001,0.0096,0.0017,0.0004,-0.0007,2,-1606246791
340.596379,-0.359968,-0.336436,0.753940,0.126634,-0.064871,-0.704915,-0.007204,0.053380,0.031567,0.017664,-0.000691,-0.018566,-0.208611,-0.296159,-0.010780,1.456252,0.134918,-9.699361,-0.001761,0.011372,0.010505,0.002317,-0.001146,0.001200,0.0000295283,0.0000298415,0.0000350085,0.0000055663,0.0000057250,0.0000081816,0.0000053176,0.0000052556,0.0000080430,0.0000095753,0.0000097364,0.0000098466,0.0017781190,0.0018203942,0.0018611986,0.0002839128,0.0002839653,0.0002842525,0.0008468788,0.0008486075,0.0003243373,0.0000013832,0.0000013806,177,767,0.04852551,0.012220,38146.000000,0,1183.966643,0.001386,0,0,0,0.0005,0.0008,0.0122,0.0014,0.0003,-0.0007,1,-963960976
340.697151,-0.366055,-0.335816,0.752126,0.127364,-0.062075,-0.704163,-0.037974,0.021616,0.003525,0.017713,-0.000821,-0.018590,-0.208319,-0.294577,-0.009969,1.456099,0.134878,-9.699385,-0.006088,0.000620,-0.001814,-0.000264,0.002860,0.000567,0.0000325679,0.0000278664,0.0000322435,0.0000055036,0.0000057085,0.0000081905,0.0000053175,0.0000052556,0.0000080430,0.0000095753,0.0000097364,0.0000098466,0.0017481728,0.0016709176,0.0016876015,0.0002835547,0.0002836079,0.0002838926,0.0008463018,0.0008480223,0.0003234622,0.0000013831,0.0000013804,166,812,0.04792856,0.013925,38147.000000,0,1184.119680,0.001589,0,0,0,0.0021,0.0025,0.0139,0.0016,0.0003,-0.0008,1,866950292
340.795608,-0.370620,-0.339450,0.737270,0.127160,-0.062561,-0.703855,-0.050149,-0.019475,-0.070087,0.017730,-0.000814,-0.018620,-0.208733,-0.293185,-0.007276,1.455976,0.134797,-9.699404,-0.004565,-0.003633,-0.014856,-0.000018,-0.000493,0.000342,0.0000295685,0.0000317594,0.0000270981,0.0000054947,0.0000056066,0.0000082645,0.0000053175,0.0000052556,0.0000080430,0.0000095753,0.0000097364,0.0000098466,0.0014047693,0.0015144283,0.0013595719,0.0002829192,0.0002829717,0.0002832544,0.0008456413,0.0008475517,0.0003226053,0.0000013830,0.0000013803,158,799,0.05148756,0.025826,38149.000000,0,1184.430955,0.002135,0,0,0,0.0014,0.0018,0.0258,0.0022,0.0005,-0.0008,5,-1654125983
340.897046,-0.366101,-0.340565,0.734707,0.127040,-0.063360,-0.704038,-0.029683,-0.024226,-0.080680,0.017719,-0.000776,-0.018614,-0.209397,-0.293550,-0.006778,1.456026,0.134758,-9.699397,0.004519,-0.001116,-0.002563,0.000157,-0.000785,-0.000135,0.0000216477,0.0000235800,0.0000199413,0.0000054116,0.0000054347,0.0000081705,0.0000053175,0.0000052555,0.0000080430,0.0000095753,0.0000097364,0.0000098466,0.0012248155,0.0013019115,0.0011966987,0.0002829190,0.0002829714,0.0002832542,0.0008453539,0.0008473091,0.0003223559,0.0000013830,0.0000013803,156,799,0.04651047,0.015856,38148.000000,0,1184.469426,0.003918,0,0,0,0.0000,0.0003,0.0159,0.0040,0.0005,-0.0008,6,990644650
340.995060,-0.363888,-0.340910,0.732861,0.127033,-0.063667,-0.704289,-0.019887,-0.025603,-0.088729,0.017713,-0.000761,-0.018603,-0.209693,-0.293795,-0.006421,1.456050,0.134748,-9.699394,0.002213,-0.000345,-0.001846,0.000093,-0.000302,-0.000232,0.0000183658,0.0000199226,0.0000171234,0.0000053809,0.0000053765,0.0000081355,0.0000053175,0.0000052555,0.0000080429,0.0000095753,0.0000097364,0.0000098466,0.0011502400,0.0012068368,0.0011324436,0.0002829189,0.0002829713,0.0002832541,0.0008452287,0.0008472019,0.0003222583,0.0000013830,0.0000013803,151,799,0.04411631,0.011670,38160.000000,0,1184.515289,0.002867,0,0,0,0.0000,0.0004,0.0117,0.0029,0.0004,-0.0008,6,-1956824453
341.096986,-0.348006,-0.350482,0.718575,0.126276,-0.064588,-0.704087,0.059743,-0.042552,-0.041144,0.017664,-0.000726,-0.018615,-0.212113,-0.295880,-0.007928,1.456343,0.134620,-9.699352,0.015882,-0.009572,-0.014286,-0.000381,-0.001085,0.000284,0.0000377704,0.0000390412,0.0000327180,0.0000055245,0.0000057469,0.0000082865,0.0000053175,0.0000052555,0.0000080429,0.0000095753,0.0000097364,0.0000098466,0.0052904534,0.0053537594,0.0051564143,0.0002884218,0.0002884739,0.0002887549,0.0008497881,0.0008517753,0.0003266394,0.0000013828,0.0000013801,156,754,0.04508923,0.017735,38157.000000,0,1184.572239,0.002022,0,0,0,0.0010,0.0012,0.0177,0.0021,0.0004,-0.0007,1,-1281697141
341.195126,-0.357433,-0.345128,0.740383,0.127789,-0.063810,-0.704726,-0.014808,0.005230,0.117871,0.017604,-0.000797,-0.018592,-0.210312,-0.295955,-0.010801,1.456296,0.134758,-9.699357,-0.009427,0.005354,0.021808,0.001116,0.001178,-0.000746,0.0000320515,0.0000338993,0.0000353335,0.0000054880,0.0000056848,0.0000082387,0.0000053174,0.0000052555,0.0000080429,0.0000095753,0.0000097364,0.0000098466,0.0025309685,0.0027042297,0.0026096631,0.0002874105,0.0002874635,0.0002877408,0.0008493272,0.0008514376,0.0003263205,0.0000013827,0.0000013800,171,837,0.04327682,0.024052,38150.000000,0,1184.778848,0.002720,0,0,0,0.0012,0.0015,0.0241,0.0028,0.0008,-0.0008,1,-617399656
341.296021,-0.364385,-0.344170,0.745779,0.127483,-0.063368,-0.705102,-0.055593,0.008682,0.150256,0.017632,-0.000818,-0.018573,-0.209684,-0.295595,-0.011439,1.456244,0.134788,-9.699364,-0.006952,0.000958,0.005395,-0.000437,0.000277,-0.000385,0.0000223424,0.0000234786,0.0000244227,0.0000054071,0.0000054856,0.0000081497,0.0000053174,0.0000052555,0.0000080427,0.0000095752,0.0000097364,0.0000098466,0.0021741049,0.0023113785,0.0021510783,0.0002874102,0.0002874628,0.0002877405,0.0008491936,0.0008513534,0.0003261823,0.0000013827,0.0000013800,164,837,0.03785214,0.020549,38165.000000,0,1184.823936,0.003000,0,0,0,0.0000,0.0001,0.0205,0.0031,0.0013,-0.0008,3,1956915334
341.397001,-0.366892,-0.344893,0.746907,0.127204,-0.063394,-0.705325,-0.071200,0.003239,0.156419,0.017649,-0.000813,-0.018562,-0.209508,-0.295342,-0.011590,1.456217,0.134786,-9.699368,-0.002507,-0.000723,0.001128,-0.000251,-0.000133,-0.000209,0.0000185046,0.0000192924,0.0000201005,0.0000053773,0.0000054144,0.0000081164,0.0000053174,0.0000052555,0.0000080427,0.0000095752,0.0000097364,0.0000098466,0.0020333711,0.0021534447,0.0019697550,0.0002874101,0.0002874625,0.0002877404,0.0008491398,0.0008513175,0.0003261275,0.0000013827,0.0000013800,166,837,0.03772736,0.012094,38170.000000,0,1184.865465,0.002684,0,0,0,0.0000,0.0002,0.0121,0.0028,0.0003,-0.0008,6,1907633730
341.497332,-0.369120,-0.357156,0.759415,0.125793,-0.066113,-0.704534,0.007131,-0.064363,-0.005965,0.017662,-0.000743,-0.018596,-0.210799,-0.295162,-0.009420,1.456240,0.134683,-9.699366,-0.002227,-0.012263,0.012509,-0.000362,-0.002913,0.000997,0.0000405572,0.0000389035,0.0000371108,0.0000055443,0.0000057002,0.0000082415,0.0000053173,0.0000052554,0.0000080427,0.0000095752,0.0000097364,0.0000098466,0.0033805131,0.0033949748,0.0032846618,0.0002911341,0.0002911859,0.0002914612,0.0008531967,0.0008553146,0.0003301252,0.0000013826,0.0000013799,155,817,0.04859902,0.010696,38162.000000,0,1184.915078,0.002196,0,0,0,0.0010,0.0012,0.0107,0.0022,0.0004,-0.0007,3,-1830982403
341.597010,-0.363682,-0.347233,0.752182,0.128219,-0.064374,-0.704381,0.037687,0.018639,-0.047038,0.017411,-0.000942,-0.018602,-0.210026,-0.296803,-0.008557,1.456334,0.134822,-9.699350,0.005438,0.009923,-0.007233,0.001642,0.002420,-0.000051,0.0000340198,0.0000326754,0.0000341659,0.0000055520,0.0000057214,0.0000082655,0.0000053173,0.0000052554,0.0000080426,0.0000095752,0.0000097364,0.0000098466,0.0021312765,0.0021492838,0.0021259521,0.0002900712,0.0002901267,0.0002904026,0.0008530100,0.0008550626,0.0003299190,0.0000013825,0.0000013798,154,775,0.03949580,0.009139,38174.000000,0,1184.962956,0.001723,0,0,0,0.0005,0.0006,0.0091,0.0018,0.0003,-0.0009,4,257085543
341.695971,-0.368780,-0.340526,0.753233,0.128212,-0.061215,-0.703606,-0.004163,0.035962,-0.029852,0.017476,-0.001165,-0.018638,-0.208819,-0.296678,-0.009298,1.456279,0.134912,-9.699357,-0.005098,0.006708,0.001051,-0.001063,0.002947,0.000602,0.0000310010,0.0000288243,0.0000303958,0.0000054779,0.0000056476,0.0000081829,0.0000053173,0.0000052554,0.0000080426,0.0000095752,0.0000097364,0.0000098466,0.0014508122,0.0014200629,0.0013915395,0.0002886692,0.0002887235,0.0002889969,0.0008525507,0.0008545603,0.0003293920,0.0000013824,0.0000013797,179,831,0.04327979,0.013895,38197.000000,0,1185.117878,0.002374,0,0,0,0.0005,0.0006,0.0139,0.0024,0.0003,-0.0012,1,755098933
341.795197,-0.360315,-0.345896,0.744213,0.127136,-0.062732,-0.704278,0.044826,-0.018035,-0.057265,0.017478,-0.001167,-0.018633,-0.210665,-0.296294,-0.008429,1.456318,0.134749,-9.699354,0.008465,-0.005371,-0.009020,-0.000485,-0.001799,-0.000540,0.0000290705,0.0000294742,0.0000270956,0.0000055169,0.0000056262,0.0000081878,0.0000053173,0.0000052554,0.0000080426,0.0000095752,0.0000097364,0.0000098466,0.0014998846,0.0015268249,0.0014426558,0.0002884528,0.0002885082,0.0002887833,0.0008524076,0.0008543419,0.0003291258,0.0000013823,0.0000013796,178,792,0.03739294,0.010641,38208.000000,0,1185.164485,0.002783,0,0,0,0.0005,0.0006,0.0106,0.0028,0.0008,-0.0012,1,852205622
341.896141,-0.361123,-0.349892,0.737238,0.126340,-0.065118,-0.706324,0.019672,-0.034451,-0.078464,0.017397,-0.000923,-0.018502,-0.210114,-0.295086,-0.008178,1.456196,0.134745,-9.699372,-0.000808,-0.003996,-0.006975,0.000045,-0.002593,-0.001876,0.0000324241,0.0000313559,0.0000323695,0.0000055129,0.0000057831,0.0000082550,0.0000053173,0.0000052553,0.0000080426,0.0000095752,0.0000097364,0.0000098466,0.0012672921,0.0012464421,0.0012568643,0.0002867298,0.0002867880,0.0002870608,0.0008515892,0.0008534635,0.0003283927,0.0000013822,0.0000013795,134,768,0.04104683,0.013240,38225.000000,0,1185.267462,0.001743,0,0,0,0.0008,0.0010,0.0132,0.0018,0.0003,-0.0009,3,-1559061805
341.993537,-0.354926,-0.349171,0.739794,0.128839,-0.063860,-0.703999,0.048870,-0.027967,-0.021073,0.017467,-0.001070,-0.018607,-0.210355,-0.296993,-0.010370,1.456377,0.134793,-9.699344,0.006197,0.000721,0.002556,0.001907,0.002152,0.002136,0.0000267532,0.0000310658,0.0000310980,0.0000055588,0.0000057891,0.0000081629,0.0000053173,0.0000052553,0.0000080426,0.0000095751,0.0000097363,0.0000098465,0.0011427974,0.0012369550,0.0011711086,0.0002857419,0.0002857993,0.0002860786,0.0008504098,0.0008522003,0.0003271226,0.0000013821,0.0000013794,186,837,0.04288512,0.009646,38237.000000,0,1185.413536,0.002594,0,0,0,0.0005,0.0007,0.0096,0.0027,0.0003,-0.0011,2,-1761625236
342.097175,-0.354280,-0.351988,0.747551,0.125459,-0.062700,-0.705149,0.029779,-0.033663,0.017925,0.017683,-0.001053,-0.018547,-0.209858,-0.296843,-0.012763,1.456365,0.134815,-9.699346,0.000646,-0.002818,0.007757,-0.003517,-0.000150,-0.001057,0.0000280183,0.0000299006,0.0000303507,0.0000054580,0.0000057167,0.0000082016,0.0000053172,0.0000052552,0.0000080425,0.0000095751,0.0000097363,0.0000098465,0.0010288693,0.0010625834,0.0010198069,0.0002842326,0.0002842896,0.0002845769,0.0008491779,0.0008509356,0.0003257209,0.0000013819,0.0000013792,159,810,0.04466445,0.010420,38239.000000,0,1185.514545,0.001505,0,0,0,0.0008,0.0009,0.0104,0.0015,0.0003,-0.0011,1,690228940
342.195280,-0.347780,-0.349052,0.745907,0.126172,-0.064461,-0.703827,0.039438,-0.008055,-0.002106,0.017697,-0.000981,-0.018642,-0.209507,-0.298574,-0.011810,1.456482,0.134920,-9.699327,0.006500,0.002936,-0.001644,0.001273,-0.001286,0.001379,0.0000295881,0.0000298145,0.0000291499,0.0000055051,0.0000056785,0.0000082611,0.0000053172,0.0000052552,0.0000080425,0.0000095751,0.0000097363,0.0000098465,0.0010875988,0.0011013729,0.0010579841,0.0002833352,0.0002833919,0.0002836801,0.0008481291,0.0008497205,0.0003243706,0.0000013818,0.0000013791,148,816,0.04686931,0.009925,38259.000000,0,1185.563671,0.001744,0,0,0,0.0005,0.0006,0.0099,0.0018,0.0003,-0.0010,2,885533737
342.295346,-0.351430,-0.354848,0.744830,0.126717,-0.064800,-0.704973,0.000848,-0.035682,-0.012233,0.017614,-0.000977,-0.018582,-0.208900,-0.296142,-0.011827,1.456262,0.134869,-9.699360,-0.003650,-0.005796,-0.001077,0.000597,-0.000206,-0.001149,0.0000289804,0.0000292930,0.0000297749,0.0000054992,0.0000056095,0.0000082196,0.0000053172,0.0000052552,0.0000080425,0.0000095751,0.0000097363,0.0000098465,0.0009844316,0.0010209742,0.0009858722,0.0002817751,0.0002818307,0.0002821153,0.0008464804,0.0008481950,0.0003228098,0.0000013816,0.0000013789,164,780,0.04087885,0.009471,38269.000000,0,1185.813302,0.001699,0,0,0,0.0005,0.0007,0.0095,0.0017,0.0003,-0.0010,2,1206530553
